twitterUsername,tweetText
lisamurkowski,"Right now, I'm speaking with @_Arctic_Circle Chairman @ORGrimsson at the first #ArcticCircleVIRTUAL broadcast to di... https://t.co/Hjx3dLYJXO"
lisamurkowski,"I look forward to joining former Iceland President, and current @_Arctic_Circle Chairman, @ORGrimsson for a convers... https://t.co/tzDx5FQrEJ"
lisamurkowski,Tomorrow I'm joining former Iceland President and current @_Arctic_Circle Chairman @ORGrimsson for a discussion on... https://t.co/ONsZ36txYH
lisamurkowski,"Broadband connectivity is a key component of education in Alaska, particularly in rural and remote regions. These f... https://t.co/y4Gs3Wen3s"
lisamurkowski,"#COVID19 has not only impacted the physical health of students and individuals, but mental health as well. This fun... https://t.co/htNJaJhCIm"
lisamurkowski,"In Alaska, coastal communities are being threatened by climate change impacts, even causing communities to relocate... https://t.co/J0nq6elNSq"
lisamurkowski,"Proud the Digital Coast Act, a bill I introduced w/ @SenatorBaldwin, passed the Senate. It will enhance the effecti... https://t.co/bmyZfQ3siy"
lisamurkowski,RT @Alaska_DHSS: COVID-19 case rates are continuing to rise in many Alaska communities. Alaska's overall alert level continues to be high a...
lisamurkowski,"Very encouraged to hear that the @CDCgov, the Alaska Division of Public Health &amp; @ANTHCToday published a scientific... https://t.co/K5NCElwyCz"
lisamurkowski,11 Alaska entities received grants from the Demonstration Grants for Indian Children program to provide projects th... https://t.co/zK5lGuQtmh
lisamurkowski,"These grants were made possible through my legislation creating the Native American Language program, which funds e... https://t.co/UAV6UYKY2u"
lisamurkowski,Alaska receives 3 Native American Language grants out of 10 awarded nationally to support Native language immersion... https://t.co/NNhA0bMv10
lisamurkowski,"In honor of @NOAA's 50th Anniversary, thank you for 50 years of science, service, and stewardship. Thanks so much f... https://t.co/bFvlAJdsPZ"
lisamurkowski,The permit allows A2A to lay track across the border between Alaska and Canada and eventually connect freight rail... https://t.co/KhB6dhyDQL
lisamurkowski,The President's border-crossing permit for the A2A Railway Development Corp is a big boost for efforts to connect A... https://t.co/IamTR0AqsI
lisamurkowski,"In support of coastal communities across American, I led a letter, co-signed by 18 other Senators, urging NOAA to i... https://t.co/ESzvbrlIkc"
lisamurkowski,"Last evening, U.S. District Court Judge Lucy Koh ordered the Census Bureau to keep counting through the end of the... https://t.co/M8gkwRVqnb"
lisamurkowski,I congratulate new Ilisagvik College President Justina Wilhelm as she takes on her new role. I look forward to work... https://t.co/z06VCy3dPM
lisamurkowski,"Thank you to Pearl Brower, who recently served her last day as President of Ilisagvik College, for her hard work an... https://t.co/dvQcJDAYEk"
lisamurkowski,".@POTUS and @FLOTUS are in my prayers, along with all those who have been impacted by this #COVID19 virus."
lisamurkowski,I joined @SenBrianSchatz in a letter urging the Bureau to reverse its decision &amp; allow operations to continue until... https://t.co/k6W20DmpHF
lisamurkowski,"On Sept. 24 Judge Lucy Koh blocked the Census Bureau from ending the count on Sept 30, a month before the previousl... https://t.co/Xi1LVkxEtS"
lisamurkowski,Earlier this month I joined @SenBrianSchatz in introducing bipartisan legislation to extend critical #2020Census de... https://t.co/1QdSSG8p8Y
lisamurkowski,With the words: I encourage students to fill out the Free Application for Federal Student Aid to find out how much... https://t.co/Jnl7dywqzd
lisamurkowski,"RT @annezinkmd: I am loving some of the new Alaska DHSS messaging - or maybe I just love falling leaves, fat tires and flu shots. 

#Winter..."
lisamurkowski,Here's all the information you need to know to participate in and cast your vote for #FatBearWeek! https://t.co/6dXmuKQohQ
lisamurkowski,"Every now and then we could all use a little lighthearted fun. In honor of #FatBearWeek, an annual tournament celeb... https://t.co/ZfG6iwG5sa"
lisamurkowski,I recently penned a letter alongside @SenDuckworth urging Senate leadership to include funding for @HeadStartgov pr... https://t.co/2JyzT7QNn1
lisamurkowski,".@HeadStartgov programs provide high-quality early learning, health, and nutrition services for infants and toddler... https://t.co/YlqReYW79e"
lisamurkowski,"In Alaska and across the country, @HeadStartgov programs not only provide child care so parents can work, they help... https://t.co/wXaz8YcbjK"
lisamurkowski,My statement after voting in favor of the continuing resolution to fund the government at current levels through De... https://t.co/K4NI7prxrm
lisamurkowski,Fulfilment of the @UA_System's promises regarding land grants will be greatly beneficial for students and will help... https://t.co/oJq76mrXeG
lisamurkowski,"Last week w/ @SenDanSullivan &amp; @RepDonYoung I introduced the University of Alaska Fiscal Foundation Act, legislatio... https://t.co/CCu971hxma"
lisamurkowski,"As we navigate these unprecedented times, the @UA_System will continue to play a critical role in providing quality... https://t.co/VkawTzxmqY"
lisamurkowski,The city of Homer just celebrated the opening of their new Alaska @DeptVetAffairs Healthcare System Community-Based... https://t.co/r3qH12njML
lisamurkowski,"Harnessing the power of Kvichak River currents, Igiugig has been able to cut its diesel reliance in half--without ha... https://t.co/SSRjgHUIlu"
lisamurkowski,I encourage Alaskans to read this piece from Alaska's Chief Medical Officer @annezinkmd on the importance of gettin... https://t.co/PxHIJj4qf4
lisamurkowski,I was proud to support @SenPatRoberts's efforts through our work together on the U.S. Senate Appropriations Committ... https://t.co/520tq852IA
lisamurkowski,Honored to attend the Dwight E. Eisenhower Memorial Dedication Ceremony in Washington D.C. This four-acre park memo... https://t.co/GJliuZwQu0
lisamurkowski,Encouraged by this significant contribution to @ANHC and other organizations that will help Alaska Native &amp; other i... https://t.co/FtgZxLw524
lisamurkowski,"SDPI has led to significant advances in diabetes education, prevention, and treatment. I'm glad this bill to provid... https://t.co/41puFBcWwZ"
lisamurkowski,I'm a proud cosponsor of @SenMcSallyAZ's bill that will reauthorize the Special Diabetes Program for Indians (SDPI)... https://t.co/1IAkVTRcv7
lisamurkowski,G'mar Chatima Tovah and have a safe and meaningful fast to all those observing #YomKippur. On this day of atonement... https://t.co/o6dRSIXMG0
lisamurkowski,My statement after President Trump nominated U.S. Circuit Judge Amy Coney Barrett to the United States Supreme Cour... https://t.co/QVGVonyQKO
lisamurkowski,"This year, more Americans have grown to appreciate the outdoors, as well as the work that goes into maintaining out... https://t.co/xuBrcClnq7"
lisamurkowski,"Today is #NationalPublicLandsDay, which means free entry into national parks and a chance to celebrate our nation's... https://t.co/i7HFPip47c"
lisamurkowski,"My bipartisan bill w/ @SenBrianSchatz, the 2020 Census Deadline Extensions Act, is still important to provide certa... https://t.co/TaAfBWxsSi"
lisamurkowski,"The reality, though, is that this court ruling may face an appeal, continuing the uncertainty for @uscensusbureau o... https://t.co/xRMeexuKLO"
lisamurkowski,I applaud U.S. District Court for the Northern District of California Judge Koh's decision to extend the... https://t.co/fDQzYwl4F5
lisamurkowski,My statement w/ @SenDanSullivan &amp; @repdonyoung on the court ruling determining Alaska Native Corporations (ANCs) ar... https://t.co/Hv7fkIwisy
lisamurkowski,"From his leadership, advocacy, and volunteer work to his dedication to service, he has made a lasting impact on Ala... https://t.co/Ilh4DjZ9HY"
lisamurkowski,"Jacob built the @ASRC_AK into the state's largest privately owned corporation, while living a life of selfless serv... https://t.co/Hji39DNQOi"
lisamurkowski,"My heart is heavy to learn of the passing of Jacob Adams Sr. of Utqiagvik. Jacob was an incredible man of wisdom, l... https://t.co/2KQ5UpvPCQ"
lisamurkowski,"Thanks, Southeast Conference, for the opportunity to share this good news with you today. https://t.co/xrKHv319tm"
lisamurkowski,"Having grown up in the Tongass, I know the true burdens the 2001 Roadless Rule placed on the Southeast region. Read... https://t.co/1It51t5s6v"
lisamurkowski,I thank the Trump administration and the Forest Service team for their continued good work on this important rulema... https://t.co/iyRtf5XXSq
lisamurkowski,https://t.co/Rgj3GHB1yQ
lisamurkowski,[?][?][?] https://t.co/VREnHdehIp https://t.co/FOMDfmXLXH
lisamurkowski,I've been impressed in my meetings with many strong &amp; resilient Alaska small business owners who are working hard t... https://t.co/spBpk1TQlH
lisamurkowski,"Over 50% of Alaska's workforce are employed by small businesses, and they're truly the backbone of our state's econ... https://t.co/otZwq3DH5D"
lisamurkowski,I took part in a @IndianCommittee legislative hearing focused on various bills that work to address significant iss... https://t.co/do0uc6eJnY
lisamurkowski,I was so struck by the number of young women and girls who came to honor Justice Ginsburg--who understood the signif... https://t.co/E36eXjQqP0
lisamurkowski,Last night I joined hundreds who had lined up to pay respects to Justice Ruth Bader Ginsburg as she lies in repose... https://t.co/Pyb6QZB04g
lisamurkowski,"During today's Senate HELP Cmte hearing focused on the federal response to #COVID19, I asked @CDCDirector Redfield... https://t.co/61hMuM3wqA"
lisamurkowski,I've previously raised my concerns about the current status of public health IT infrastructure - an essential compo... https://t.co/f6e2lN3jKJ
lisamurkowski,.@CDCDirector Redfield stated that definitive answers regarding the first allocation depend on which vaccine is use... https://t.co/kGE4e2nVWr
lisamurkowski,"During the hearing, I asked @CDCDirector Redfield for additional clarity on how the first allocation of the... https://t.co/Mu4aIJyZwP"
lisamurkowski,"Today I took part in a Senate HELP Committee hearing focused on the #COVID19 federal response to the pandemic, incl... https://t.co/hLf0qL124I"
lisamurkowski,"RT @_Arctic_Circle: The recent re-establishment of the  Arctic Energy Office by @SecBrouillette and @lisamurkowski, Chairman of @EnergyGO..."
lisamurkowski,"RT @GOPHELP: TUNE IN @10:00AM ET for the Senate HELP hearing to get an update from @NIAIDNews, @CDCDirector, @HHS_ASH &amp; @SteveFDA about the..."
lisamurkowski,"Coastal states have the opportunity to expand and reimagine their ocean-based economies with these technologies, an... https://t.co/buweEdbIbD"
lisamurkowski,"From the wind and tidal energy capacities in Cook Inlet to the RivGen Power System in Igiugig, Alaska is an ideal p... https://t.co/O97D7qghWJ"
lisamurkowski,"Today I chaired an @EnergyGOP hearing on emerging offshore energy technologies. Beyond oil and gas, there are numer... https://t.co/urrqkegkSF"
lisamurkowski,HAPPENING NOW: I'm speaking live at the @alaskachamber's virtual #AKFallForfum2020. Topics will range from federal... https://t.co/r0FN8QrNBh
lisamurkowski,"After taking the torch on this effort from Sen. Heitkamp, I committed to her that we would continue to build on her... https://t.co/5ufdT9BpiH"
lisamurkowski,"Both bills, which now head to the President's desk to be signed into law, aim to combat the #MMIP epidemic by impro... https://t.co/YiyIlKu4Zc"
lisamurkowski,"Yesterday, we made significant strides in our efforts to address the crisis of missing, murdered, or trafficked Ind... https://t.co/yaSfLZvyal"
lisamurkowski,RT @EnergyGOP: Tune in: Hearing on offshore energy technologies chaired by @LisaMurkowski. Featuring: @DanSimmonsEERE @Energy @BOEM_DOI @OR...
lisamurkowski,"Many tribal advocates and family members of those affected worked so tirelessly on this issue, and I am proud to ha... https://t.co/NosD34Vx3W"
lisamurkowski,"The Not Invisible Act paves the way for greater collaboration between federal agencies, law enforcement, and electe... https://t.co/seY5cGdn8y"
lisamurkowski,"Savanna's Act improves coordination among all levels of law enforcement, increases data collection and information... https://t.co/AGnLNEOwWV"
lisamurkowski,"Today, two pieces of legislation I introduced alongside @SenCortezMasto, aimed at addressing the crisis of missing,... https://t.co/OSaShDWpcL"
lisamurkowski,"This was the scene in front of the U.S. Supreme Court yesterday. Music was playing while people--young, old and ever... https://t.co/xdvkQOkwK5"
lisamurkowski,"Jim Hubbard, who serves as the @USDA's Under Secretary for Natural Resources and Environment, is among those at the... https://t.co/1rRcTsYuxX"
lisamurkowski,"While Alaska has had a relatively quiet fire season, our West Coast neighbors have lost loved ones and homes to the... https://t.co/icwO3lajwP"
lisamurkowski,My statement after hearing of the passing of Justice of United States Supreme Court Justice Ruth Bader Ginsburg: https://t.co/1zhWSH5hhg
lisamurkowski,"On behalf of grateful Alaskans and Americans, Happy 73rd Birthday to the @usairforce. Your service to our nation an... https://t.co/489CvCipX2"
lisamurkowski,"Today on National #POWMIARecognitionDay, we come together as a nation to honor &amp; remember the sacrifices of service... https://t.co/jsBRvtQZsc"
lisamurkowski,This topic has arisen many times from Alaska-based service members &amp; is an issue leaders within the Alaska military... https://t.co/BgbnFBTrRy
lisamurkowski,"I'm proud to join @SenMikeLee as an original cosponsor of the Military Spouse Licensing Relief Act, legislation tha... https://t.co/WR6hfNzTr8"
lisamurkowski,RT @alaskachamber: We are excited to announce Senator @lisamurkowski will be joining us on September 22! Don't miss out on The Congressiona...
lisamurkowski,RT @_Arctic_Circle: Join the dialogue on how the future of the #Arctic will be impacted by the #US  #PresidentialElection with @lisamurko...
lisamurkowski,"I thank @SecBrouillette, @DepSecMenezes, and their teams for working with us to make this happen. I'm excited to se... https://t.co/Du3MK1zBRV"
lisamurkowski,I've prioritized this office in the Appropriations process because I know it will help facilitate the development o... https://t.co/gYvGqVupiJ
lisamurkowski,"The US is an #Arctic nation because of Alaska, and the re-establishment of this Arctic Energy Office will ensure gr... https://t.co/engQq7rG5i"
lisamurkowski,".@EnergyPress re-established its Arctic Energy Office in Fairbanks, Alaska - which will have a renewed focus on the... https://t.co/kTimNZFO5m"
lisamurkowski,Happy for the opportunity to join @ComFishAK virtually--to have a dialogue with attendees and to share updates on ef... https://t.co/G753Lsg4d0
lisamurkowski,Congrats to Shee Atika Enterprises in Sitka for receiving one of these contracts! Excited to see the role you will... https://t.co/YDlU8AhfRT
lisamurkowski,RT @GOPHELP: TUNE IN @10:00AM ET for the Senate HELP hearing to discuss how Congress can simplify the FAFSA this year--to no more than 33 qu...
lisamurkowski,"RT @smithsonian: On Friday, Sept. 18, our @NMAAHC, @smithsoniannpg, @americanart and its Renwick Gallery will reopen to the public. They wi..."
lisamurkowski,"RT @adndotcom: The city of Anchorage is distributing 160,000 more masks to residents this week, the city's Emergency Operations Center anno..."
lisamurkowski,My statement on the signing of the #AbrahamAccords--a truly historic signing. https://t.co/JYMK2K11og
lisamurkowski,I asked the nominees to provide examples demonstrating they can be independent if confirmed to serve at @FERC and t... https://t.co/ps4CQKEF03
lisamurkowski,"FERC's economic reach has been estimated at 3% of the gross domestic product, but its real impact is likely greater... https://t.co/XAzQpGQfql"
lisamurkowski,Decisions that FERC Commissioners make matter--not only to the energy sector but to the nation. Approving the siting... https://t.co/NAlWz3Vd8S
lisamurkowski,Today I chaired a @EnergyGOP hearing to consider the nominations of Mark Christie and Allison Clements to be Member... https://t.co/uAc0RJ7r7L
lisamurkowski,"RT @EnergyGOP: Last Friday@nature_org, @USChamber, @EnvDefenseFund, @ShopFloorNAM and 68 organizations urged passed of the American Energy..."
lisamurkowski,"One of the questions we raised in our letter, was if the Emergency Family Stabilization Act, a bipartisan bill I pr... https://t.co/62XbTtHBwp"
lisamurkowski,We must support our most vulnerable populations during these challenging times. @Sen_JoeManchin &amp; I wrote a letter... https://t.co/qONVknAzDa
lisamurkowski,I've been working hard w/ @SenDanSullivan and @RepDonYoung to deliver relief to our fishermen and make sure that na... https://t.co/Kh7Ekt2ucL
lisamurkowski,"While this year has greatly impacted fishing communities-- disrupting supply chains, affecting fish prices, &amp; hinder... https://t.co/im43CtoaMZ"
lisamurkowski,I was glad to join many Alaskans to celebrate Bristol Bay's iconic wild salmon at @BristolBayToday's Wild Salmon Ce... https://t.co/U4JyqP67QA
lisamurkowski,Congrats to @MollyofDenali on this achievement! This show does a great job on educating America's youth about Alask... https://t.co/bgheJqIwkC
lisamurkowski,The concern over food insecurity in Alaska has only been heightened due to the ongoing pandemic. This is a great st... https://t.co/FMyv5igAyC
lisamurkowski,RT @Alaska_DHSS: Alaska's testing program was built by Alaskans working together to find solutions. WSJ profiled our program as one of the...
lisamurkowski,"I'm cosponsoring @SenCortezMasto's bill, the Sustaining Tourism Enterprises During the #COVID19 Pandemic Act, or th... https://t.co/YAgosZn46v"
lisamurkowski,"It's estimated that over 2.2 million visitors would have traveled to #Alaska in 2020. Unfortunately, due to... https://t.co/YYcZ3IlM8E"
lisamurkowski,"That's why I introduced bicameral, bipartisan legislation, the 2020 Census Deadline Extensions Act, alongside... https://t.co/tqqJglOuys"
lisamurkowski,"For an effort that happens once every 10 years, w/ impacts that last for the next decade, this is far too important... https://t.co/F0OAUkRSM9"
lisamurkowski,"Obtaining an accurate Census count is always difficult. But now, with the added delays and difficulties caused by... https://t.co/t27hnRm182"
lisamurkowski,"This new facility will improve shipping capabilities, strengthen Alaska's supply chain security, and provide much-n... https://t.co/ue7pNa4W5W"
lisamurkowski,"As a member of the Senate Appropriations Committee, I've worked hard to secure funding to support this grant progra... https://t.co/M5nSQNpIJc"
lisamurkowski,Today I joined @SenDanSullivan &amp; @repDonYoung in thanking @SecElaineChao for awarding a $21 million BUILD grant for... https://t.co/ysZFNGYiHG
lisamurkowski,Watch live as I join @SenDanSullivan for a convo w/ @PolarInstitute director Dr. Mike Sfraga on the @USAirForce's... https://t.co/DIcRNhcYwo
lisamurkowski,"That's why I'm cosponsoring the RESTAURANTS Act, a bill led by @SenatorWicker in which would provide certain restau... https://t.co/w6mUiN2ldl"
lisamurkowski,"The impact of #COVID19 on the restaurant industry has been far-reaching, causing many to unfortunately close for go... https://t.co/fyvLAut4Ux"
lisamurkowski,"This is critical support for organizations and governments that help secure housing, improve safety, and provide va... https://t.co/4jflHW0l29"
lisamurkowski,Very encouraged by the @TheJusticeDept's commitment to supporting vulnerable Alaskans as we navigate #COVID19.... https://t.co/QHbxM3ZbRG
lisamurkowski,.@TheJusticeDept's Office of Community Oriented Policing Services School Violence Prevention Program has announced... https://t.co/scyHuacSJp
lisamurkowski,Congrats to Petersburg Medical Center CEO Phil Hofstetter for receiving the honor of being this year's Grassroots C... https://t.co/BuGqAXJENg
lisamurkowski,The changes made by this legislation will go a long way in improving the quality and accuracy of Tribal health care... https://t.co/nYt8ngvaDz
lisamurkowski,"I'm proud to introduce the Tribal Health Data Improvement Act alongside @SenTinaSmith, which will help Tribes acces... https://t.co/9cW89xc9C9"
lisamurkowski,"American Indian &amp; Alaska Native communities face stark health disparities. In addition to these inequities, high ra... https://t.co/GVymLnhGnr"
lisamurkowski,"Congrats to Alaskans Eddy Falcon Jr. and Tafilisaunoa Toleafoa, as well as all the recent graduates of the Human Tr... https://t.co/dXdgjlz6Kq"
lisamurkowski,.@ACFHHS 's Human Trafficking Leadership Academy is a national leader in providing services &amp; advocacy for traffick... https://t.co/Ekavx14pgV
lisamurkowski,"As we remember being attacked from abroad on #September11, it is my hope that we can use that memory to unify here at home today. God Bless."
lisamurkowski,The outpouring of support we showed for each other in the days and months that followed September 11 reminds us tha... https://t.co/T1eqfbArzH
lisamurkowski,"But as we reflect on what was lost on #September11, we must also remember what we found--the unity that we felt when... https://t.co/Csu1GJ9VQH"
lisamurkowski,"On #September11, 2001, America fell victim to unprovoked terrorist attacks which took the lives of nearly 3,000 Ame... https://t.co/2iAhAZAVHq"
lisamurkowski,".@FEMA approved an additional $44.8 million in grants for #Alaska under the Lost Wages Assistance program, which pr... https://t.co/H8hOfPS3Vj"
lisamurkowski,"While the bill was not perfect and had room to improve, it was responsive to the needs that I've been hearing from... https://t.co/KIbOGoAzeS"
lisamurkowski,We must work to support those who are suffering most from the impacts of the pandemic. I'm talking to folks back ho... https://t.co/QMqfDhhUky
lisamurkowski,I spoke on the Senate floor to explain why I voted to advance this targeted relief pkg that included many pivotal p... https://t.co/rpF8ONzi8E
lisamurkowski,"That's why I voted to advance a targeted #COVID19 Relief bill package, focused on addressing some of America's most... https://t.co/UB4EcBnGTJ"
lisamurkowski,It's so important that we work to provide necessary relief to Americans in order to address the continued impacts o... https://t.co/SDKdg9L0ID
lisamurkowski,"I am especially grateful to my colleague, @SenDanSullivan, for his relentless efforts to educate the administration... https://t.co/TQ4j8zLMW1"
lisamurkowski,I'm pleased the administration has recognized the importance of a healthy seafood industry to Alaska's economy by a... https://t.co/7lIKGdR81F
