twitterUsername,tweetText
ChrisMurphyCT,"4/ But after McCain's thumbs down in 2017, Republicans came up with a new plan. If voters wouldn't allow them to re... https://t.co/MWhDCSlLIC"
ChrisMurphyCT,"3/ At first, Republicans' chanted ""repeal and replace"" - but they NEVER had a plan to replace it.

In 2017, with mu... https://t.co/pQFT6nVzJi"
ChrisMurphyCT,"2/ From the start, Republicans were obsessed - I mean OBSESSED - with getting rid of the ACA. Nothing mattered more... https://t.co/KVpmHqYMR9"
ChrisMurphyCT,1/ Republicans are suddenly trying to pretend that their rush to confirm Amy Coney Barrett isn't about ACA repeal.... https://t.co/DsGgzLzsHj
ChrisMurphyCT,"This is a bit weedy, but a must read for Connecticut policy-makers. CT's school finance system is one of the most r... https://t.co/Ghj0yWZlEB"
ChrisMurphyCT,"Here's the September/October 2016  polling from Pennsylvania. 

This isn't over. Work your asses off from now until... https://t.co/RFxM9DD71H"
ChrisMurphyCT,"So the entire GOP establishment, including Trump, are pushing a lawsuit they know will fail? BS. In fact, both lowe... https://t.co/gNBVpdUNId"
ChrisMurphyCT,"This is kind of disturbing. But thanks, I think, @chelseaperetti. 

Up to $310,188 from 9,620 donors for... https://t.co/lO46Ozeae4"
ChrisMurphyCT,RT @ScottGottliebMD: The NBA went to extraordinary lengths to create a Covid safe environment for the league so that it could provide Ameri...
ChrisMurphyCT,"Amazing job, team. Another huge day. 

$280,000 (over a quarter million!!) will go a long way toward locking down M... https://t.co/AJGaqenCqf"
ChrisMurphyCT,Worth a watch. https://t.co/kfT1GeI1gj
ChrisMurphyCT,Quick story - Gary was elected in '08 from a GOP leaning district. Most of his freshmen classmates voted against th... https://t.co/r5lZP0Seg9
ChrisMurphyCT,"RT @danpfeiffer: When it comes to the Supreme Court, the balance of media attention between something Democrats could possibly, maybe do on..."
ChrisMurphyCT,I am mostly raising money for @GaryPeters today but also have my eye on #NYGvsDAL and omg that was gruesome.
ChrisMurphyCT,"Yes he may still be sick. But ""going on the road"" means a 1 hour rally and 14 hours of watching TV. It's not like h... https://t.co/jFGZhmhx6M"
ChrisMurphyCT,RT @brianschatz: There is a nonzero chance that either @CoryBooker or @chelseaperetti will thank you on twitter if you give.
ChrisMurphyCT,RT @DavidaBWilliams: Vote @GaryPeters for Senate in Michigan! Donate if you're able and share
ChrisMurphyCT,"RT @ChrisMurphyCT: We can't flip the Senate if we don't hold Michigan. Me, @brianschatz, @chelseaperetti and others are hosting a social me..."
ChrisMurphyCT,I choose to take this as a compliment. https://t.co/tmGjCDlNu4
ChrisMurphyCT,RT @brianschatz: OK NEW GOAL TEAM. 200 THOUSAND! LET'S GO AND TAKE THE SENATE SORRY FOR YELLING! [?]@CoryBooker[?] [?]@ChrisMurphyCT[?] [?]@GaryPeter...
ChrisMurphyCT,RT @CoryBooker: I'm in @brianschatz! We have to get Gary some help. We must defend that Senate seat as Mitch McConnell has it targeted so h...
ChrisMurphyCT,"Though the purpose of the livestream today w @brianschatz and @chelseaperetti was to raise $ for @GaryPeters, there... https://t.co/s7B1FK0w1e"
ChrisMurphyCT,"We set a goal of raising $150,000 for @GaryPeters today. And we just passed $125K.

Betsy Devos's #1 target is Gary... https://t.co/Gw57djVW0Z"
ChrisMurphyCT,"RT @kumailn: If you can afford to, please click on the link below to donate to Gary Peters. Dems need to hold onto the Michigan seat &amp; the..."
ChrisMurphyCT,"RT @MurrayCampaign: We need to keep leaders like @GaryPeters in the Senate. Chip in now: 
https://t.co/wYni96Tkvd https://t.co/bnHbu3AQFk"
ChrisMurphyCT,She showed up!! https://t.co/S0gcmAth4I
ChrisMurphyCT,omg we are at $60K in 45 minutes! @brianschatz and I are on Twitter live and we aren't stopping until we hit hit $1... https://t.co/h37heuzz0c
ChrisMurphyCT,"We can't flip the Senate if we don't hold Michigan. Me, @brianschatz, @chelseaperetti and others are hosting a soci... https://t.co/aI9zDDzl9W"
ChrisMurphyCT,I'm available. https://t.co/S0gcmAth4I
ChrisMurphyCT,"Michigan is the firewall. And it's a tight race for Senate.

Peters 47
James 44

But our pal Gary Peters is in quar... https://t.co/1xFLlEMqUx"
ChrisMurphyCT,On it. Hold for link. https://t.co/RcZUILe1S8
ChrisMurphyCT,"Hey @brianschatz @CoryBooker @JeffMerkley it's showtime. 

Let's pick a race today where we get a big bang for the... https://t.co/0Z2415vriw"
ChrisMurphyCT,"RT @SirCamCarter: Y'all, please watch this. I'm hollering omg  https://t.co/a7bPSt1FVT"
ChrisMurphyCT,"RT @joshrogin: I for one don't believe endorsements really matter, but just FYI, the Taliban have come out publicly for Trump. https://t.co..."
ChrisMurphyCT,"Who cares that Trump ""rejects"" the Taliban's endorsement? The point is the terrorist group jointly responsible for... https://t.co/dakMSlI0ls"
ChrisMurphyCT,Fine. I'm in. Sunday. Raise a ton of money for a Senate race that matters. Got it. https://t.co/xqKPsFraj4
ChrisMurphyCT,RT @brianschatz: @ChrisMurphyCT Sounds like it's gonna be a nice little Sunday Murph.
ChrisMurphyCT,"Nah. I'm busy. Home Depot. Buy some wallpaper, flooring, stuff like that. Maybe Bed Bath &amp; Beyond. I don't know if... https://t.co/XO8noWnPmU"
ChrisMurphyCT,"RT @JoeBiden: Folks, if you live in:

Idaho
New York
North Carolina
Oklahoma

Today is your last day to register to vote. Head to https://t..."
ChrisMurphyCT,"RT @AnaCabrera: FAUCI: ""The data speak for themselves. We had a superspreader event in the White House."" (CBS News Radio interview)"
ChrisMurphyCT,Yes. I think he is. https://t.co/bFOL26SOzM
ChrisMurphyCT,"Trump said today, ""Putin probably, possibly likes me. But...I guarantee you he'd rather see Biden.""

This is, of co... https://t.co/RY84ZWyGbN"
ChrisMurphyCT,"For the record, I think this whole saga has been wonderful and badly needed and a great advertisement for an incred... https://t.co/KqvRhtEIeS"
ChrisMurphyCT,"In his effort to win over more Black voters, yesterday President Trump sued Yale University for admitting too many... https://t.co/6wfr1Veikg"
ChrisMurphyCT,A tiny silver lining of the Great Recession was that lack of work didn't stop people from going to school. Communit... https://t.co/pZo21uJGOr
ChrisMurphyCT,"This is an an existential problem, that left unsolved will sink America, that only public policy can fix.
https://t.co/0SMlYCh5Nm"
ChrisMurphyCT,"Your morning reminder that President Trump is spending the final weeks of the election:

- getting millions in free... https://t.co/yYKGpOMnkq"
ChrisMurphyCT,"The Houthis, like the Saudis, have done very bad things during the Yemen civil war. 

But designating them as a ter... https://t.co/f8kq9xVxDx"
ChrisMurphyCT,"This is important. Wherever you live, sign up for this. 

We can win Texas. But only if we do the work. https://t.co/XQ4DmaeXc7"
ChrisMurphyCT,We are reminded over and over - from Oklahoma City to El Paso to Michigan - that the real threat to America's safet... https://t.co/BhwhY1xJcR
ChrisMurphyCT,Wow. So impressed by what Branford biotech company Tangen is doing to create handheld #COVID19 testing devices. Tru... https://t.co/w89R8LplYp
ChrisMurphyCT,Or just terrorists. https://t.co/5WnPWonCGA
ChrisMurphyCT,"Nice, @DennisHouseTV! 

Of course, every day is a great day to read a book by me!  https://t.co/25PbSxyVJx"
ChrisMurphyCT,"8/ This is all REALLY radical stuff. 

Coney Barrett will be the 5th vote to rewrite the 2nd Amendment. SCOTUS will... https://t.co/BS4XDfUynQ"
ChrisMurphyCT,"7/ But Wisconsin HAD provided proof. It just wasn't ENOUGH for Barrett, who clearly had read plenty of NRA-funded s... https://t.co/j6HNmtwDWk"
ChrisMurphyCT,"6/ Second, she said that legislatures had to ""prove"" that the gun law they passed would reduce violence, and claime... https://t.co/y9BWgQJHDT"
ChrisMurphyCT,"5/ In Kanter, Barrett said two things that made clear she intends to legislate from the bench.

First, she said tha... https://t.co/uDjN0FaZav"
ChrisMurphyCT,"4/ But it's not just her general philosophy - it's her stunning dissent in Kanter v. Barr. There, she broke with de... https://t.co/crCbm1vKoN"
ChrisMurphyCT,"3/ So, for instance, that makes it easy for her to rule against bans on weapons that didn't exist in the 1700s (lik... https://t.co/I8IrRoyd0n"
ChrisMurphyCT,"2/ Like Gorsuch/Kavanaugh/Alito/Thomas, she is an ""orginalist"" on guns. It's total BS - just a way to legislate fro... https://t.co/XNZCQjP1Vh"
ChrisMurphyCT,"1/ In light of Amy Coney Barrett's dangerous views on choice and the ACA, her views on guns haven't gotten much att... https://t.co/O6BcusiXNn"
ChrisMurphyCT,omg https://t.co/bZw3J83b3j
ChrisMurphyCT,Fairhaven Community Health Center in New Haven has free #COVID19 testing Monday-Friday 9-5.  Call 203-871-4179 for... https://t.co/peoCLLZnhN
ChrisMurphyCT,Trump seems to have lost 2-3 points after the first debate. So politically the right move for him is to run and hid... https://t.co/PfAkL5tWtG
ChrisMurphyCT,"This really isn't about about getting Iran to negotiate. That ship has sailed. 

Now the primary impact of these sa... https://t.co/aFRyUUsoFA"
ChrisMurphyCT,No President in American history has been better for China than Donald Trump. No way for Pence to spin otherwise.... https://t.co/SDQtAab27t
ChrisMurphyCT,MJ Hegar can win.
ChrisMurphyCT,"RT @ASlavitt: Update on what's happening at 1600 Superspreader Avenue.

With [?]@Bob_Wachter[?] and [?]@ChrisMurphyCT[?]  https://t.co/0TH03PsfWE"
ChrisMurphyCT,"RT @markos: New @civiqs Texas poll for @DailyKos: Biden and Trump tied at 48. Cornyn (R) 47, Hegar (D) 46. This one is real, folks! No wond..."
ChrisMurphyCT,"RT @JoeBiden: Ignore the polls, folks. There's too much at stake for us to get complacent.

Vote: https://t.co/eoxT07uII9
Donate: https://t..."
ChrisMurphyCT,This would seem to be the kind of thing that could go unsaid. But I guess not. https://t.co/IembSgzC74
ChrisMurphyCT,"We passed our goal of $50,000 to help @BarbaraBollier win the Kansas Senate race, but Schatz and I aren't ending th... https://t.co/l6j5FtAPuu"
ChrisMurphyCT,"Hey @JeffMerkley just joined us on our @BarbaraBollier telethon!

Tune in and make a donation to help Barbara win.... https://t.co/ISvBvflBRr"
ChrisMurphyCT,No idea if this will work but @brianschatz &amp; I are hosting our first-ever social media telethon. We believe... https://t.co/p8C58s1dAg
ChrisMurphyCT,RT @Drew_Hammill: Speaker Pelosi &amp; Secretary Mnuchin spoke briefly at 3:30 p.m. by phone. The Secretary confirmed that the President has wa...
ChrisMurphyCT,"Thanks to First Choice Health Center, @MayorMarcia, @SaudAnwarCT for showing me around the mobile #COVID19 testing... https://t.co/QY6cvJXZUT"
ChrisMurphyCT,"I think we can. But I have an idea - social media telethon. 

You and me (maybe others?) - Twitter Live and Faceboo... https://t.co/XpWlPfdEWg"
ChrisMurphyCT,"So the homestretch strategy is

- turn the White House into a COVID superspreader
- block any more emergency COVID... https://t.co/xSMg47OEE5"
ChrisMurphyCT,"Listen, Kansas is winnable. They just elected a Dem Gov, and a poll from 2 weeks ago had Bollier UP two points. 

A... https://t.co/AsD3z1V2jb"
ChrisMurphyCT,"Yes. I'm ready. It's just 100% clear these guys have lost the right to govern. 

Let's pick a race where the money... https://t.co/Qc7ziunrR1"
ChrisMurphyCT,"This is a lie. The flu doesn't kill 100,000 a year. https://t.co/knq0SiIDmF"
ChrisMurphyCT,"RT @BetoORourke: Texas-sized voter phone bank with (get this!!!) @WillieNelson, @Oprah, @BernieSanders, @JulianCastro, @StaceyAbrams, @Andr..."
ChrisMurphyCT,"Little known fact, Sam - in most New England states it's a class D misdemeanor to call Dunkin Donuts food ""at best,... https://t.co/hBn532u0qQ"
ChrisMurphyCT,"DC, which had done a good job of controlling the spread since March, records its highest number of new cases in mon... https://t.co/bmqNuJO6Gs"
ChrisMurphyCT,"Congrats!

And as perhaps Bradley's most frequent customer I can confirm that it is, in fact, a wonderful airport.... https://t.co/F0VYUZaBYX"
ChrisMurphyCT,"My guess is ""I'm going to be a Supreme Court justice for the 40 years and rewrite the Constitution to fit my politi... https://t.co/nciD2vWiKP"
ChrisMurphyCT,"Given how many Republican Senators have tested positive and how reckless they have acted, I got tested this morning... https://t.co/h9g7sBy6qn"
ChrisMurphyCT,At some point everyone needs to come to this easy conclusion: they want the virus to spread and more people to get... https://t.co/3Pje1pJSxW
ChrisMurphyCT,"RT @nowthisnews: 'The Supreme Court vacancy makes it clear that in 2020, your health care is on the ballot.' -- Sen. @ChrisMurphyCT shares w..."
ChrisMurphyCT,"In all seriousness, the President's incompetence has already gotten 200,000 killed. The consequences of this tweet... https://t.co/AxpWmGSE59"
ChrisMurphyCT,"Don't be afraid, says the guy with a team of a dozen doctors, access to experimental treatments that no one else ge... https://t.co/f41mFINuNE"
ChrisMurphyCT,RT @benstracy: I felt safer reporting in North Korea than I currently do reporting at The White House. This is just crazy.
ChrisMurphyCT,"Admittedly, the CDC has issued three different rules in 2 months (due to political pressure from the White House).... https://t.co/1yY3ryoeAt"
ChrisMurphyCT,Okay. https://t.co/3QCcA2fXcI
ChrisMurphyCT,"RT @mviser: Yesterday, and today. https://t.co/cjkmwtF0tq"
ChrisMurphyCT,"These people think this is all a game.

Everyone in that White House who was exposed to Hope Hicks and the Presiden... https://t.co/eiQjM8Zl8f"
ChrisMurphyCT,This is an important story. I'm talking w my team right now on how Congress should react. https://t.co/pAly3Xxyqv
ChrisMurphyCT,Hey [?]@brianschatz[?] - check this out: election data wiz Sean McElwee says the most important thing anyone can do rig... https://t.co/aADDfuISYs
ChrisMurphyCT,Yes. https://t.co/nqYcIJpHE2
ChrisMurphyCT,"RT @HillaryClinton: Today is the deadline to register to vote in several states, including Arizona, Arkansas, Florida, Georgia, Ohio, and T..."
ChrisMurphyCT,"Hey - my friend @JohnBKing, Obama's Secretary of Education, is launching a new progressive org today dedicated to b... https://t.co/o648DwJzna"
ChrisMurphyCT,"And also 

@CatherineForNV 
@SherrodBrown 
@SenatorDurbin 
@jonlovett 
@stabenow 
@JasonKander 
@DebraMessing 

And... https://t.co/U9miDQBaZM"
ChrisMurphyCT,"Just stunning. 

Final total from Sunday - $255,404 for Al Gross, the next U.S. Senator from Alaska. 

Great job, t... https://t.co/6YOAmjBxMI"
ChrisMurphyCT,"Thousands and thousands have died needlessly, our President is hospitalized, and much of the White House staff are... https://t.co/ZPKkkBjpoL"
ChrisMurphyCT,"@molly_knight @brianschatz Thank you, Molly! And for amplifying so many of our appeals."
ChrisMurphyCT,"RT @JeffMerkley: Ok folks, we're at $208K for @DrAlGrossAK! You all are amazing. We set a big goal because this is a big race we can win. T..."
ChrisMurphyCT,RT @TVietor08: Two photos of the collapse of a presidency. https://t.co/OVwdIs8mh5
